shelfarea,distancetoexit,cannedgoods,othergoods,icecream,floordiff,traveltime,ftewovertime
258.11,1267.2,585.8171667,1264.987717,1659.853125,0,0,41520
258.11,1267.2,841.3569771,1102.447518,2200.055417,0,0,35760
258.11,1267.2,579.4545258,729.8110986,1908.94675,0,0,24240
258.11,1267.2,123.3554659,203.0842853,676.8038333,0,0,24240
252.86,1300,1145.827381,4340.563303,0,0,0,104880
252.86,1300,233.2195227,1836.737382,0,0,0,35760
252.86,1300,373.3702598,2573.878924,0,0,0,47280
200.2,526,28.32690058,135.5089633,0,0,0,47280
342.62,765,1574.846742,1291.951303,0,0,0,70320
200.2,526,115.2924981,94.29597725,0,0,0,18480
200.2,526,833.6120732,631.4631826,0,0,60,41520
69.03,4118.44,1203.823883,4819.431739,0,1,0,127920
88.73,9041.72,1047.32678,4679.95628,0,1,0,127920
69.03,6240.44,146.561372,699.303812,0,1,0,35760
183.74,429.77,213.32241,1866.035705,0,0,0,58800
206.77,316.08,189.1877359,713.7655471,818,2,0,24240
206.77,316.08,523.4639233,942.9111807,0,0,0,47280
183.74,429.77,523.8160054,1362.772216,0,1,0,47280
206.77,316.08,407.3308388,1241.105648,0,0,0,35760
183.74,429.77,242.8545099,782.6289791,0,0,0,24240
183.74,429.77,309.7729842,941.0155005,0,0,0,24240
206.77,316.08,246.0543944,713.7924307,1208,0,0,24240
